WKT,id,left,top,right,bottom,GSR_mean
"MULTIPOLYGON (((-3628.0896 6717995.1596,-3578.0896 6717995.1596,-3578.0896 6717945.1596,-3628.0896 6717945.1596,-3628.0896 6717995.1596)))",704,-3628.089599999999791,6717995.159599999897182,-3578.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717945.1596,-3578.0896 6717945.1596,-3578.0896 6717895.1596,-3628.0896 6717895.1596,-3628.0896 6717945.1596)))",705,-3628.089599999999791,6717945.159599999897182,-3578.089599999999791,6717895.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717895.1596,-3578.0896 6717895.1596,-3578.0896 6717845.1596,-3628.0896 6717845.1596,-3628.0896 6717895.1596)))",706,-3628.089599999999791,6717895.159599999897182,-3578.089599999999791,6717845.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717845.1596,-3578.0896 6717845.1596,-3578.0896 6717795.1596,-3628.0896 6717795.1596,-3628.0896 6717845.1596)))",707,-3628.089599999999791,6717845.159599999897182,-3578.089599999999791,6717795.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717795.1596,-3578.0896 6717795.1596,-3578.0896 6717745.1596,-3628.0896 6717745.1596,-3628.0896 6717795.1596)))",708,-3628.089599999999791,6717795.159599999897182,-3578.089599999999791,6717745.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717745.1596,-3578.0896 6717745.1596,-3578.0896 6717695.1596,-3628.0896 6717695.1596,-3628.0896 6717745.1596)))",709,-3628.089599999999791,6717745.159599999897182,-3578.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717695.1596,-3578.0896 6717695.1596,-3578.0896 6717645.1596,-3628.0896 6717645.1596,-3628.0896 6717695.1596)))",710,-3628.089599999999791,6717695.159599999897182,-3578.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717645.1596,-3578.0896 6717645.1596,-3578.0896 6717595.1596,-3628.0896 6717595.1596,-3628.0896 6717645.1596)))",711,-3628.089599999999791,6717645.159599999897182,-3578.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717595.1596,-3578.0896 6717595.1596,-3578.0896 6717545.1596,-3628.0896 6717545.1596,-3628.0896 6717595.1596)))",712,-3628.089599999999791,6717595.159599999897182,-3578.089599999999791,6717545.159599998965859,
"MULTIPOLYGON (((-3628.0896 6717545.1596,-3578.0896 6717545.1596,-3578.0896 6717495.1596,-3628.0896 6717495.1596,-3628.0896 6717545.1596)))",713,-3628.089599999999791,6717545.159599998965859,-3578.089599999999791,6717495.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717495.1596,-3578.0896 6717495.1596,-3578.0896 6717445.1596,-3628.0896 6717445.1596,-3628.0896 6717495.1596)))",714,-3628.089599999999791,6717495.159599999897182,-3578.089599999999791,6717445.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717445.1596,-3578.0896 6717445.1596,-3578.0896 6717395.1596,-3628.0896 6717395.1596,-3628.0896 6717445.1596)))",715,-3628.089599999999791,6717445.159599999897182,-3578.089599999999791,6717395.159600000828505,294.094488
"MULTIPOLYGON (((-3628.0896 6717395.1596,-3578.0896 6717395.1596,-3578.0896 6717345.1596,-3628.0896 6717345.1596,-3628.0896 6717395.1596)))",716,-3628.089599999999791,6717395.159600000828505,-3578.089599999999791,6717345.159599999897182,295.144737
"MULTIPOLYGON (((-3628.0896 6717345.1596,-3578.0896 6717345.1596,-3578.0896 6717295.1596,-3628.0896 6717295.1596,-3628.0896 6717345.1596)))",717,-3628.089599999999791,6717345.159599999897182,-3578.089599999999791,6717295.159599999897182,294.197531
"MULTIPOLYGON (((-3628.0896 6717295.1596,-3578.0896 6717295.1596,-3578.0896 6717245.1596,-3628.0896 6717245.1596,-3628.0896 6717295.1596)))",718,-3628.089599999999791,6717295.159599999897182,-3578.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717245.1596,-3578.0896 6717245.1596,-3578.0896 6717195.1596,-3628.0896 6717195.1596,-3628.0896 6717245.1596)))",719,-3628.089599999999791,6717245.159599999897182,-3578.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-3628.0896 6717195.1596,-3578.0896 6717195.1596,-3578.0896 6717145.1596,-3628.0896 6717145.1596,-3628.0896 6717195.1596)))",720,-3628.089599999999791,6717195.159599999897182,-3578.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719545.1596,-3528.0896 6719545.1596,-3528.0896 6719495.1596,-3578.0896 6719495.1596,-3578.0896 6719545.1596)))",721,-3578.089599999999791,6719545.159599999897182,-3528.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719495.1596,-3528.0896 6719495.1596,-3528.0896 6719445.1596,-3578.0896 6719445.1596,-3578.0896 6719495.1596)))",722,-3578.089599999999791,6719495.159599999897182,-3528.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719445.1596,-3528.0896 6719445.1596,-3528.0896 6719395.1596,-3578.0896 6719395.1596,-3578.0896 6719445.1596)))",723,-3578.089599999999791,6719445.159599999897182,-3528.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719395.1596,-3528.0896 6719395.1596,-3528.0896 6719345.1596,-3578.0896 6719345.1596,-3578.0896 6719395.1596)))",724,-3578.089599999999791,6719395.159599999897182,-3528.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719345.1596,-3528.0896 6719345.1596,-3528.0896 6719295.1596,-3578.0896 6719295.1596,-3578.0896 6719345.1596)))",725,-3578.089599999999791,6719345.159599999897182,-3528.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719295.1596,-3528.0896 6719295.1596,-3528.0896 6719245.1596,-3578.0896 6719245.1596,-3578.0896 6719295.1596)))",726,-3578.089599999999791,6719295.159599999897182,-3528.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719245.1596,-3528.0896 6719245.1596,-3528.0896 6719195.1596,-3578.0896 6719195.1596,-3578.0896 6719245.1596)))",727,-3578.089599999999791,6719245.159599999897182,-3528.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719195.1596,-3528.0896 6719195.1596,-3528.0896 6719145.1596,-3578.0896 6719145.1596,-3578.0896 6719195.1596)))",728,-3578.089599999999791,6719195.159599999897182,-3528.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-3578.0896 6719145.1596,-3528.0896 6719145.1596,-3528.0896 6719095.1596,-3578.0896 6719095.1596,-3578.0896 6719145.1596)))",729,-3578.089599999999791,6719145.159599998965859,-3528.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719095.1596,-3528.0896 6719095.1596,-3528.0896 6719045.1596,-3578.0896 6719045.1596,-3578.0896 6719095.1596)))",730,-3578.089599999999791,6719095.159599999897182,-3528.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-3578.0896 6719045.1596,-3528.0896 6719045.1596,-3528.0896 6718995.1596,-3578.0896 6718995.1596,-3578.0896 6719045.1596)))",731,-3578.089599999999791,6719045.159599999897182,-3528.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-3578.0896 6718995.1596,-3528.0896 6718995.1596,-3528.0896 6718945.1596,-3578.0896 6718945.1596,-3578.0896 6718995.1596)))",732,-3578.089599999999791,6718995.159600000828505,-3528.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718945.1596,-3528.0896 6718945.1596,-3528.0896 6718895.1596,-3578.0896 6718895.1596,-3578.0896 6718945.1596)))",733,-3578.089599999999791,6718945.159599999897182,-3528.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718895.1596,-3528.0896 6718895.1596,-3528.0896 6718845.1596,-3578.0896 6718845.1596,-3578.0896 6718895.1596)))",734,-3578.089599999999791,6718895.159599999897182,-3528.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718845.1596,-3528.0896 6718845.1596,-3528.0896 6718795.1596,-3578.0896 6718795.1596,-3578.0896 6718845.1596)))",735,-3578.089599999999791,6718845.159599999897182,-3528.089599999999791,6718795.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718795.1596,-3528.0896 6718795.1596,-3528.0896 6718745.1596,-3578.0896 6718745.1596,-3578.0896 6718795.1596)))",736,-3578.089599999999791,6718795.159599999897182,-3528.089599999999791,6718745.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718745.1596,-3528.0896 6718745.1596,-3528.0896 6718695.1596,-3578.0896 6718695.1596,-3578.0896 6718745.1596)))",737,-3578.089599999999791,6718745.159599999897182,-3528.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718695.1596,-3528.0896 6718695.1596,-3528.0896 6718645.1596,-3578.0896 6718645.1596,-3578.0896 6718695.1596)))",738,-3578.089599999999791,6718695.159599999897182,-3528.089599999999791,6718645.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718645.1596,-3528.0896 6718645.1596,-3528.0896 6718595.1596,-3578.0896 6718595.1596,-3578.0896 6718645.1596)))",739,-3578.089599999999791,6718645.159599999897182,-3528.089599999999791,6718595.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718595.1596,-3528.0896 6718595.1596,-3528.0896 6718545.1596,-3578.0896 6718545.1596,-3578.0896 6718595.1596)))",740,-3578.089599999999791,6718595.159599999897182,-3528.089599999999791,6718545.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718545.1596,-3528.0896 6718545.1596,-3528.0896 6718495.1596,-3578.0896 6718495.1596,-3578.0896 6718545.1596)))",741,-3578.089599999999791,6718545.159599999897182,-3528.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718495.1596,-3528.0896 6718495.1596,-3528.0896 6718445.1596,-3578.0896 6718445.1596,-3578.0896 6718495.1596)))",742,-3578.089599999999791,6718495.159599999897182,-3528.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718445.1596,-3528.0896 6718445.1596,-3528.0896 6718395.1596,-3578.0896 6718395.1596,-3578.0896 6718445.1596)))",743,-3578.089599999999791,6718445.159599999897182,-3528.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718395.1596,-3528.0896 6718395.1596,-3528.0896 6718345.1596,-3578.0896 6718345.1596,-3578.0896 6718395.1596)))",744,-3578.089599999999791,6718395.159599999897182,-3528.089599999999791,6718345.159599998965859,
"MULTIPOLYGON (((-3578.0896 6718345.1596,-3528.0896 6718345.1596,-3528.0896 6718295.1596,-3578.0896 6718295.1596,-3578.0896 6718345.1596)))",745,-3578.089599999999791,6718345.159599998965859,-3528.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718295.1596,-3528.0896 6718295.1596,-3528.0896 6718245.1596,-3578.0896 6718245.1596,-3578.0896 6718295.1596)))",746,-3578.089599999999791,6718295.159599999897182,-3528.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718245.1596,-3528.0896 6718245.1596,-3528.0896 6718195.1596,-3578.0896 6718195.1596,-3578.0896 6718245.1596)))",747,-3578.089599999999791,6718245.159599999897182,-3528.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-3578.0896 6718195.1596,-3528.0896 6718195.1596,-3528.0896 6718145.1596,-3578.0896 6718145.1596,-3578.0896 6718195.1596)))",748,-3578.089599999999791,6718195.159600000828505,-3528.089599999999791,6718145.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718145.1596,-3528.0896 6718145.1596,-3528.0896 6718095.1596,-3578.0896 6718095.1596,-3578.0896 6718145.1596)))",749,-3578.089599999999791,6718145.159599999897182,-3528.089599999999791,6718095.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718095.1596,-3528.0896 6718095.1596,-3528.0896 6718045.1596,-3578.0896 6718045.1596,-3578.0896 6718095.1596)))",750,-3578.089599999999791,6718095.159599999897182,-3528.089599999999791,6718045.159599999897182,
"MULTIPOLYGON (((-3578.0896 6718045.1596,-3528.0896 6718045.1596,-3528.0896 6717995.1596,-3578.0896 6717995.1596,-3578.0896 6718045.1596)))",751,-3578.089599999999791,6718045.159599999897182,-3528.089599999999791,6717995.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717995.1596,-3528.0896 6717995.1596,-3528.0896 6717945.1596,-3578.0896 6717945.1596,-3578.0896 6717995.1596)))",752,-3578.089599999999791,6717995.159599999897182,-3528.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717945.1596,-3528.0896 6717945.1596,-3528.0896 6717895.1596,-3578.0896 6717895.1596,-3578.0896 6717945.1596)))",753,-3578.089599999999791,6717945.159599999897182,-3528.089599999999791,6717895.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717895.1596,-3528.0896 6717895.1596,-3528.0896 6717845.1596,-3578.0896 6717845.1596,-3578.0896 6717895.1596)))",754,-3578.089599999999791,6717895.159599999897182,-3528.089599999999791,6717845.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717845.1596,-3528.0896 6717845.1596,-3528.0896 6717795.1596,-3578.0896 6717795.1596,-3578.0896 6717845.1596)))",755,-3578.089599999999791,6717845.159599999897182,-3528.089599999999791,6717795.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717795.1596,-3528.0896 6717795.1596,-3528.0896 6717745.1596,-3578.0896 6717745.1596,-3578.0896 6717795.1596)))",756,-3578.089599999999791,6717795.159599999897182,-3528.089599999999791,6717745.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717745.1596,-3528.0896 6717745.1596,-3528.0896 6717695.1596,-3578.0896 6717695.1596,-3578.0896 6717745.1596)))",757,-3578.089599999999791,6717745.159599999897182,-3528.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717695.1596,-3528.0896 6717695.1596,-3528.0896 6717645.1596,-3578.0896 6717645.1596,-3578.0896 6717695.1596)))",758,-3578.089599999999791,6717695.159599999897182,-3528.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717645.1596,-3528.0896 6717645.1596,-3528.0896 6717595.1596,-3578.0896 6717595.1596,-3578.0896 6717645.1596)))",759,-3578.089599999999791,6717645.159599999897182,-3528.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717595.1596,-3528.0896 6717595.1596,-3528.0896 6717545.1596,-3578.0896 6717545.1596,-3578.0896 6717595.1596)))",760,-3578.089599999999791,6717595.159599999897182,-3528.089599999999791,6717545.159599998965859,
"MULTIPOLYGON (((-3578.0896 6717545.1596,-3528.0896 6717545.1596,-3528.0896 6717495.1596,-3578.0896 6717495.1596,-3578.0896 6717545.1596)))",761,-3578.089599999999791,6717545.159599998965859,-3528.089599999999791,6717495.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717495.1596,-3528.0896 6717495.1596,-3528.0896 6717445.1596,-3578.0896 6717445.1596,-3578.0896 6717495.1596)))",762,-3578.089599999999791,6717495.159599999897182,-3528.089599999999791,6717445.159599999897182,292.654412
"MULTIPOLYGON (((-3578.0896 6717445.1596,-3528.0896 6717445.1596,-3528.0896 6717395.1596,-3578.0896 6717395.1596,-3578.0896 6717445.1596)))",763,-3578.089599999999791,6717445.159599999897182,-3528.089599999999791,6717395.159600000828505,291.057692
"MULTIPOLYGON (((-3578.0896 6717395.1596,-3528.0896 6717395.1596,-3528.0896 6717345.1596,-3578.0896 6717345.1596,-3578.0896 6717395.1596)))",764,-3578.089599999999791,6717395.159600000828505,-3528.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717345.1596,-3528.0896 6717345.1596,-3528.0896 6717295.1596,-3578.0896 6717295.1596,-3578.0896 6717345.1596)))",765,-3578.089599999999791,6717345.159599999897182,-3528.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717295.1596,-3528.0896 6717295.1596,-3528.0896 6717245.1596,-3578.0896 6717245.1596,-3578.0896 6717295.1596)))",766,-3578.089599999999791,6717295.159599999897182,-3528.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717245.1596,-3528.0896 6717245.1596,-3528.0896 6717195.1596,-3578.0896 6717195.1596,-3578.0896 6717245.1596)))",767,-3578.089599999999791,6717245.159599999897182,-3528.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-3578.0896 6717195.1596,-3528.0896 6717195.1596,-3528.0896 6717145.1596,-3578.0896 6717145.1596,-3578.0896 6717195.1596)))",768,-3578.089599999999791,6717195.159599999897182,-3528.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719545.1596,-3478.0896 6719545.1596,-3478.0896 6719495.1596,-3528.0896 6719495.1596,-3528.0896 6719545.1596)))",769,-3528.089599999999791,6719545.159599999897182,-3478.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719495.1596,-3478.0896 6719495.1596,-3478.0896 6719445.1596,-3528.0896 6719445.1596,-3528.0896 6719495.1596)))",770,-3528.089599999999791,6719495.159599999897182,-3478.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719445.1596,-3478.0896 6719445.1596,-3478.0896 6719395.1596,-3528.0896 6719395.1596,-3528.0896 6719445.1596)))",771,-3528.089599999999791,6719445.159599999897182,-3478.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719395.1596,-3478.0896 6719395.1596,-3478.0896 6719345.1596,-3528.0896 6719345.1596,-3528.0896 6719395.1596)))",772,-3528.089599999999791,6719395.159599999897182,-3478.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719345.1596,-3478.0896 6719345.1596,-3478.0896 6719295.1596,-3528.0896 6719295.1596,-3528.0896 6719345.1596)))",773,-3528.089599999999791,6719345.159599999897182,-3478.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719295.1596,-3478.0896 6719295.1596,-3478.0896 6719245.1596,-3528.0896 6719245.1596,-3528.0896 6719295.1596)))",774,-3528.089599999999791,6719295.159599999897182,-3478.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719245.1596,-3478.0896 6719245.1596,-3478.0896 6719195.1596,-3528.0896 6719195.1596,-3528.0896 6719245.1596)))",775,-3528.089599999999791,6719245.159599999897182,-3478.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719195.1596,-3478.0896 6719195.1596,-3478.0896 6719145.1596,-3528.0896 6719145.1596,-3528.0896 6719195.1596)))",776,-3528.089599999999791,6719195.159599999897182,-3478.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-3528.0896 6719145.1596,-3478.0896 6719145.1596,-3478.0896 6719095.1596,-3528.0896 6719095.1596,-3528.0896 6719145.1596)))",777,-3528.089599999999791,6719145.159599998965859,-3478.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719095.1596,-3478.0896 6719095.1596,-3478.0896 6719045.1596,-3528.0896 6719045.1596,-3528.0896 6719095.1596)))",778,-3528.089599999999791,6719095.159599999897182,-3478.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-3528.0896 6719045.1596,-3478.0896 6719045.1596,-3478.0896 6718995.1596,-3528.0896 6718995.1596,-3528.0896 6719045.1596)))",779,-3528.089599999999791,6719045.159599999897182,-3478.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-3528.0896 6718995.1596,-3478.0896 6718995.1596,-3478.0896 6718945.1596,-3528.0896 6718945.1596,-3528.0896 6718995.1596)))",780,-3528.089599999999791,6718995.159600000828505,-3478.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718945.1596,-3478.0896 6718945.1596,-3478.0896 6718895.1596,-3528.0896 6718895.1596,-3528.0896 6718945.1596)))",781,-3528.089599999999791,6718945.159599999897182,-3478.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718895.1596,-3478.0896 6718895.1596,-3478.0896 6718845.1596,-3528.0896 6718845.1596,-3528.0896 6718895.1596)))",782,-3528.089599999999791,6718895.159599999897182,-3478.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718845.1596,-3478.0896 6718845.1596,-3478.0896 6718795.1596,-3528.0896 6718795.1596,-3528.0896 6718845.1596)))",783,-3528.089599999999791,6718845.159599999897182,-3478.089599999999791,6718795.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718795.1596,-3478.0896 6718795.1596,-3478.0896 6718745.1596,-3528.0896 6718745.1596,-3528.0896 6718795.1596)))",784,-3528.089599999999791,6718795.159599999897182,-3478.089599999999791,6718745.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718745.1596,-3478.0896 6718745.1596,-3478.0896 6718695.1596,-3528.0896 6718695.1596,-3528.0896 6718745.1596)))",785,-3528.089599999999791,6718745.159599999897182,-3478.089599999999791,6718695.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718695.1596,-3478.0896 6718695.1596,-3478.0896 6718645.1596,-3528.0896 6718645.1596,-3528.0896 6718695.1596)))",786,-3528.089599999999791,6718695.159599999897182,-3478.089599999999791,6718645.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718645.1596,-3478.0896 6718645.1596,-3478.0896 6718595.1596,-3528.0896 6718595.1596,-3528.0896 6718645.1596)))",787,-3528.089599999999791,6718645.159599999897182,-3478.089599999999791,6718595.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718595.1596,-3478.0896 6718595.1596,-3478.0896 6718545.1596,-3528.0896 6718545.1596,-3528.0896 6718595.1596)))",788,-3528.089599999999791,6718595.159599999897182,-3478.089599999999791,6718545.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718545.1596,-3478.0896 6718545.1596,-3478.0896 6718495.1596,-3528.0896 6718495.1596,-3528.0896 6718545.1596)))",789,-3528.089599999999791,6718545.159599999897182,-3478.089599999999791,6718495.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718495.1596,-3478.0896 6718495.1596,-3478.0896 6718445.1596,-3528.0896 6718445.1596,-3528.0896 6718495.1596)))",790,-3528.089599999999791,6718495.159599999897182,-3478.089599999999791,6718445.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718445.1596,-3478.0896 6718445.1596,-3478.0896 6718395.1596,-3528.0896 6718395.1596,-3528.0896 6718445.1596)))",791,-3528.089599999999791,6718445.159599999897182,-3478.089599999999791,6718395.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718395.1596,-3478.0896 6718395.1596,-3478.0896 6718345.1596,-3528.0896 6718345.1596,-3528.0896 6718395.1596)))",792,-3528.089599999999791,6718395.159599999897182,-3478.089599999999791,6718345.159599998965859,
"MULTIPOLYGON (((-3528.0896 6718345.1596,-3478.0896 6718345.1596,-3478.0896 6718295.1596,-3528.0896 6718295.1596,-3528.0896 6718345.1596)))",793,-3528.089599999999791,6718345.159599998965859,-3478.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718295.1596,-3478.0896 6718295.1596,-3478.0896 6718245.1596,-3528.0896 6718245.1596,-3528.0896 6718295.1596)))",794,-3528.089599999999791,6718295.159599999897182,-3478.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718245.1596,-3478.0896 6718245.1596,-3478.0896 6718195.1596,-3528.0896 6718195.1596,-3528.0896 6718245.1596)))",795,-3528.089599999999791,6718245.159599999897182,-3478.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-3528.0896 6718195.1596,-3478.0896 6718195.1596,-3478.0896 6718145.1596,-3528.0896 6718145.1596,-3528.0896 6718195.1596)))",796,-3528.089599999999791,6718195.159600000828505,-3478.089599999999791,6718145.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718145.1596,-3478.0896 6718145.1596,-3478.0896 6718095.1596,-3528.0896 6718095.1596,-3528.0896 6718145.1596)))",797,-3528.089599999999791,6718145.159599999897182,-3478.089599999999791,6718095.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718095.1596,-3478.0896 6718095.1596,-3478.0896 6718045.1596,-3528.0896 6718045.1596,-3528.0896 6718095.1596)))",798,-3528.089599999999791,6718095.159599999897182,-3478.089599999999791,6718045.159599999897182,
"MULTIPOLYGON (((-3528.0896 6718045.1596,-3478.0896 6718045.1596,-3478.0896 6717995.1596,-3528.0896 6717995.1596,-3528.0896 6718045.1596)))",799,-3528.089599999999791,6718045.159599999897182,-3478.089599999999791,6717995.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717995.1596,-3478.0896 6717995.1596,-3478.0896 6717945.1596,-3528.0896 6717945.1596,-3528.0896 6717995.1596)))",800,-3528.089599999999791,6717995.159599999897182,-3478.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717945.1596,-3478.0896 6717945.1596,-3478.0896 6717895.1596,-3528.0896 6717895.1596,-3528.0896 6717945.1596)))",801,-3528.089599999999791,6717945.159599999897182,-3478.089599999999791,6717895.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717895.1596,-3478.0896 6717895.1596,-3478.0896 6717845.1596,-3528.0896 6717845.1596,-3528.0896 6717895.1596)))",802,-3528.089599999999791,6717895.159599999897182,-3478.089599999999791,6717845.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717845.1596,-3478.0896 6717845.1596,-3478.0896 6717795.1596,-3528.0896 6717795.1596,-3528.0896 6717845.1596)))",803,-3528.089599999999791,6717845.159599999897182,-3478.089599999999791,6717795.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717795.1596,-3478.0896 6717795.1596,-3478.0896 6717745.1596,-3528.0896 6717745.1596,-3528.0896 6717795.1596)))",804,-3528.089599999999791,6717795.159599999897182,-3478.089599999999791,6717745.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717745.1596,-3478.0896 6717745.1596,-3478.0896 6717695.1596,-3528.0896 6717695.1596,-3528.0896 6717745.1596)))",805,-3528.089599999999791,6717745.159599999897182,-3478.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717695.1596,-3478.0896 6717695.1596,-3478.0896 6717645.1596,-3528.0896 6717645.1596,-3528.0896 6717695.1596)))",806,-3528.089599999999791,6717695.159599999897182,-3478.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717645.1596,-3478.0896 6717645.1596,-3478.0896 6717595.1596,-3528.0896 6717595.1596,-3528.0896 6717645.1596)))",807,-3528.089599999999791,6717645.159599999897182,-3478.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-3528.0896 6717595.1596,-3478.0896 6717595.1596,-3478.0896 6717545.1596,-3528.0896 6717545.1596,-3528.0896 6717595.1596)))",808,-3528.089599999999791,6717595.159599999897182,-3478.089599999999791,6717545.159599998965859,338.000000
"MULTIPOLYGON (((-3528.0896 6717545.1596,-3478.0896 6717545.1596,-3478.0896 6717495.1596,-3528.0896 6717495.1596,-3528.0896 6717545.1596)))",809,-3528.089599999999791,6717545.159599998965859,-3478.089599999999791,6717495.159599999897182,293.370370
"MULTIPOLYGON (((-3528.0896 6717495.1596,-3478.0896 6717495.1596,-3478.0896 6717445.1596,-3528.0896 6717445.1596,-3528.0896 6717495.1596)))",810,-3528.089599999999791,6717495.159599999897182,-3478.089599999999791,6717445.159599999897182,288.600000
"MULTIPOLYGON (((-3528.0896 6717445.1596,-3478.0896 6717445.1596,-3478.0896 6717395.1596,-3528.0896 6717395.1596,-3528.0896 6717445.1596)))",811,-3528.089599999999791,6717445.159599999897182,-3478.089599999999791,6717395.159600000828505,
