WKT,id,left,top,right,bottom,GSR_mean
"MULTIPOLYGON (((-4228.0896 6718895.1596,-4178.0896 6718895.1596,-4178.0896 6718845.1596,-4228.0896 6718845.1596,-4228.0896 6718895.1596)))",110,-4228.089600000000246,6718895.159599999897182,-4178.089600000000246,6718845.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718845.1596,-4178.0896 6718845.1596,-4178.0896 6718795.1596,-4228.0896 6718795.1596,-4228.0896 6718845.1596)))",111,-4228.089600000000246,6718845.159599999897182,-4178.089600000000246,6718795.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718795.1596,-4178.0896 6718795.1596,-4178.0896 6718745.1596,-4228.0896 6718745.1596,-4228.0896 6718795.1596)))",112,-4228.089600000000246,6718795.159599999897182,-4178.089600000000246,6718745.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718745.1596,-4178.0896 6718745.1596,-4178.0896 6718695.1596,-4228.0896 6718695.1596,-4228.0896 6718745.1596)))",113,-4228.089600000000246,6718745.159599999897182,-4178.089600000000246,6718695.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718695.1596,-4178.0896 6718695.1596,-4178.0896 6718645.1596,-4228.0896 6718645.1596,-4228.0896 6718695.1596)))",114,-4228.089600000000246,6718695.159599999897182,-4178.089600000000246,6718645.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718645.1596,-4178.0896 6718645.1596,-4178.0896 6718595.1596,-4228.0896 6718595.1596,-4228.0896 6718645.1596)))",115,-4228.089600000000246,6718645.159599999897182,-4178.089600000000246,6718595.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718595.1596,-4178.0896 6718595.1596,-4178.0896 6718545.1596,-4228.0896 6718545.1596,-4228.0896 6718595.1596)))",116,-4228.089600000000246,6718595.159599999897182,-4178.089600000000246,6718545.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718545.1596,-4178.0896 6718545.1596,-4178.0896 6718495.1596,-4228.0896 6718495.1596,-4228.0896 6718545.1596)))",117,-4228.089600000000246,6718545.159599999897182,-4178.089600000000246,6718495.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718495.1596,-4178.0896 6718495.1596,-4178.0896 6718445.1596,-4228.0896 6718445.1596,-4228.0896 6718495.1596)))",118,-4228.089600000000246,6718495.159599999897182,-4178.089600000000246,6718445.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718445.1596,-4178.0896 6718445.1596,-4178.0896 6718395.1596,-4228.0896 6718395.1596,-4228.0896 6718445.1596)))",119,-4228.089600000000246,6718445.159599999897182,-4178.089600000000246,6718395.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718395.1596,-4178.0896 6718395.1596,-4178.0896 6718345.1596,-4228.0896 6718345.1596,-4228.0896 6718395.1596)))",120,-4228.089600000000246,6718395.159599999897182,-4178.089600000000246,6718345.159599998965859,
"MULTIPOLYGON (((-4228.0896 6718345.1596,-4178.0896 6718345.1596,-4178.0896 6718295.1596,-4228.0896 6718295.1596,-4228.0896 6718345.1596)))",121,-4228.089600000000246,6718345.159599998965859,-4178.089600000000246,6718295.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718295.1596,-4178.0896 6718295.1596,-4178.0896 6718245.1596,-4228.0896 6718245.1596,-4228.0896 6718295.1596)))",122,-4228.089600000000246,6718295.159599999897182,-4178.089600000000246,6718245.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718245.1596,-4178.0896 6718245.1596,-4178.0896 6718195.1596,-4228.0896 6718195.1596,-4228.0896 6718245.1596)))",123,-4228.089600000000246,6718245.159599999897182,-4178.089600000000246,6718195.159600000828505,
"MULTIPOLYGON (((-4228.0896 6718195.1596,-4178.0896 6718195.1596,-4178.0896 6718145.1596,-4228.0896 6718145.1596,-4228.0896 6718195.1596)))",124,-4228.089600000000246,6718195.159600000828505,-4178.089600000000246,6718145.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718145.1596,-4178.0896 6718145.1596,-4178.0896 6718095.1596,-4228.0896 6718095.1596,-4228.0896 6718145.1596)))",125,-4228.089600000000246,6718145.159599999897182,-4178.089600000000246,6718095.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718095.1596,-4178.0896 6718095.1596,-4178.0896 6718045.1596,-4228.0896 6718045.1596,-4228.0896 6718095.1596)))",126,-4228.089600000000246,6718095.159599999897182,-4178.089600000000246,6718045.159599999897182,
"MULTIPOLYGON (((-4228.0896 6718045.1596,-4178.0896 6718045.1596,-4178.0896 6717995.1596,-4228.0896 6717995.1596,-4228.0896 6718045.1596)))",127,-4228.089600000000246,6718045.159599999897182,-4178.089600000000246,6717995.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717995.1596,-4178.0896 6717995.1596,-4178.0896 6717945.1596,-4228.0896 6717945.1596,-4228.0896 6717995.1596)))",128,-4228.089600000000246,6717995.159599999897182,-4178.089600000000246,6717945.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717945.1596,-4178.0896 6717945.1596,-4178.0896 6717895.1596,-4228.0896 6717895.1596,-4228.0896 6717945.1596)))",129,-4228.089600000000246,6717945.159599999897182,-4178.089600000000246,6717895.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717895.1596,-4178.0896 6717895.1596,-4178.0896 6717845.1596,-4228.0896 6717845.1596,-4228.0896 6717895.1596)))",130,-4228.089600000000246,6717895.159599999897182,-4178.089600000000246,6717845.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717845.1596,-4178.0896 6717845.1596,-4178.0896 6717795.1596,-4228.0896 6717795.1596,-4228.0896 6717845.1596)))",131,-4228.089600000000246,6717845.159599999897182,-4178.089600000000246,6717795.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717795.1596,-4178.0896 6717795.1596,-4178.0896 6717745.1596,-4228.0896 6717745.1596,-4228.0896 6717795.1596)))",132,-4228.089600000000246,6717795.159599999897182,-4178.089600000000246,6717745.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717745.1596,-4178.0896 6717745.1596,-4178.0896 6717695.1596,-4228.0896 6717695.1596,-4228.0896 6717745.1596)))",133,-4228.089600000000246,6717745.159599999897182,-4178.089600000000246,6717695.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717695.1596,-4178.0896 6717695.1596,-4178.0896 6717645.1596,-4228.0896 6717645.1596,-4228.0896 6717695.1596)))",134,-4228.089600000000246,6717695.159599999897182,-4178.089600000000246,6717645.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717645.1596,-4178.0896 6717645.1596,-4178.0896 6717595.1596,-4228.0896 6717595.1596,-4228.0896 6717645.1596)))",135,-4228.089600000000246,6717645.159599999897182,-4178.089600000000246,6717595.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717595.1596,-4178.0896 6717595.1596,-4178.0896 6717545.1596,-4228.0896 6717545.1596,-4228.0896 6717595.1596)))",136,-4228.089600000000246,6717595.159599999897182,-4178.089600000000246,6717545.159599998965859,
"MULTIPOLYGON (((-4228.0896 6717545.1596,-4178.0896 6717545.1596,-4178.0896 6717495.1596,-4228.0896 6717495.1596,-4228.0896 6717545.1596)))",137,-4228.089600000000246,6717545.159599998965859,-4178.089600000000246,6717495.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717495.1596,-4178.0896 6717495.1596,-4178.0896 6717445.1596,-4228.0896 6717445.1596,-4228.0896 6717495.1596)))",138,-4228.089600000000246,6717495.159599999897182,-4178.089600000000246,6717445.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717445.1596,-4178.0896 6717445.1596,-4178.0896 6717395.1596,-4228.0896 6717395.1596,-4228.0896 6717445.1596)))",139,-4228.089600000000246,6717445.159599999897182,-4178.089600000000246,6717395.159600000828505,
"MULTIPOLYGON (((-4228.0896 6717395.1596,-4178.0896 6717395.1596,-4178.0896 6717345.1596,-4228.0896 6717345.1596,-4228.0896 6717395.1596)))",140,-4228.089600000000246,6717395.159600000828505,-4178.089600000000246,6717345.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717345.1596,-4178.0896 6717345.1596,-4178.0896 6717295.1596,-4228.0896 6717295.1596,-4228.0896 6717345.1596)))",141,-4228.089600000000246,6717345.159599999897182,-4178.089600000000246,6717295.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717295.1596,-4178.0896 6717295.1596,-4178.0896 6717245.1596,-4228.0896 6717245.1596,-4228.0896 6717295.1596)))",142,-4228.089600000000246,6717295.159599999897182,-4178.089600000000246,6717245.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717245.1596,-4178.0896 6717245.1596,-4178.0896 6717195.1596,-4228.0896 6717195.1596,-4228.0896 6717245.1596)))",143,-4228.089600000000246,6717245.159599999897182,-4178.089600000000246,6717195.159599999897182,
"MULTIPOLYGON (((-4228.0896 6717195.1596,-4178.0896 6717195.1596,-4178.0896 6717145.1596,-4228.0896 6717145.1596,-4228.0896 6717195.1596)))",144,-4228.089600000000246,6717195.159599999897182,-4178.089600000000246,6717145.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719545.1596,-4128.0896 6719545.1596,-4128.0896 6719495.1596,-4178.0896 6719495.1596,-4178.0896 6719545.1596)))",145,-4178.089600000000246,6719545.159599999897182,-4128.089600000000246,6719495.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719495.1596,-4128.0896 6719495.1596,-4128.0896 6719445.1596,-4178.0896 6719445.1596,-4178.0896 6719495.1596)))",146,-4178.089600000000246,6719495.159599999897182,-4128.089600000000246,6719445.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719445.1596,-4128.0896 6719445.1596,-4128.0896 6719395.1596,-4178.0896 6719395.1596,-4178.0896 6719445.1596)))",147,-4178.089600000000246,6719445.159599999897182,-4128.089600000000246,6719395.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719395.1596,-4128.0896 6719395.1596,-4128.0896 6719345.1596,-4178.0896 6719345.1596,-4178.0896 6719395.1596)))",148,-4178.089600000000246,6719395.159599999897182,-4128.089600000000246,6719345.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719345.1596,-4128.0896 6719345.1596,-4128.0896 6719295.1596,-4178.0896 6719295.1596,-4178.0896 6719345.1596)))",149,-4178.089600000000246,6719345.159599999897182,-4128.089600000000246,6719295.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719295.1596,-4128.0896 6719295.1596,-4128.0896 6719245.1596,-4178.0896 6719245.1596,-4178.0896 6719295.1596)))",150,-4178.089600000000246,6719295.159599999897182,-4128.089600000000246,6719245.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719245.1596,-4128.0896 6719245.1596,-4128.0896 6719195.1596,-4178.0896 6719195.1596,-4178.0896 6719245.1596)))",151,-4178.089600000000246,6719245.159599999897182,-4128.089600000000246,6719195.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719195.1596,-4128.0896 6719195.1596,-4128.0896 6719145.1596,-4178.0896 6719145.1596,-4178.0896 6719195.1596)))",152,-4178.089600000000246,6719195.159599999897182,-4128.089600000000246,6719145.159599998965859,
"MULTIPOLYGON (((-4178.0896 6719145.1596,-4128.0896 6719145.1596,-4128.0896 6719095.1596,-4178.0896 6719095.1596,-4178.0896 6719145.1596)))",153,-4178.089600000000246,6719145.159599998965859,-4128.089600000000246,6719095.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719095.1596,-4128.0896 6719095.1596,-4128.0896 6719045.1596,-4178.0896 6719045.1596,-4178.0896 6719095.1596)))",154,-4178.089600000000246,6719095.159599999897182,-4128.089600000000246,6719045.159599999897182,
"MULTIPOLYGON (((-4178.0896 6719045.1596,-4128.0896 6719045.1596,-4128.0896 6718995.1596,-4178.0896 6718995.1596,-4178.0896 6719045.1596)))",155,-4178.089600000000246,6719045.159599999897182,-4128.089600000000246,6718995.159600000828505,
"MULTIPOLYGON (((-4178.0896 6718995.1596,-4128.0896 6718995.1596,-4128.0896 6718945.1596,-4178.0896 6718945.1596,-4178.0896 6718995.1596)))",156,-4178.089600000000246,6718995.159600000828505,-4128.089600000000246,6718945.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718945.1596,-4128.0896 6718945.1596,-4128.0896 6718895.1596,-4178.0896 6718895.1596,-4178.0896 6718945.1596)))",157,-4178.089600000000246,6718945.159599999897182,-4128.089600000000246,6718895.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718895.1596,-4128.0896 6718895.1596,-4128.0896 6718845.1596,-4178.0896 6718845.1596,-4178.0896 6718895.1596)))",158,-4178.089600000000246,6718895.159599999897182,-4128.089600000000246,6718845.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718845.1596,-4128.0896 6718845.1596,-4128.0896 6718795.1596,-4178.0896 6718795.1596,-4178.0896 6718845.1596)))",159,-4178.089600000000246,6718845.159599999897182,-4128.089600000000246,6718795.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718795.1596,-4128.0896 6718795.1596,-4128.0896 6718745.1596,-4178.0896 6718745.1596,-4178.0896 6718795.1596)))",160,-4178.089600000000246,6718795.159599999897182,-4128.089600000000246,6718745.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718745.1596,-4128.0896 6718745.1596,-4128.0896 6718695.1596,-4178.0896 6718695.1596,-4178.0896 6718745.1596)))",161,-4178.089600000000246,6718745.159599999897182,-4128.089600000000246,6718695.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718695.1596,-4128.0896 6718695.1596,-4128.0896 6718645.1596,-4178.0896 6718645.1596,-4178.0896 6718695.1596)))",162,-4178.089600000000246,6718695.159599999897182,-4128.089600000000246,6718645.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718645.1596,-4128.0896 6718645.1596,-4128.0896 6718595.1596,-4178.0896 6718595.1596,-4178.0896 6718645.1596)))",163,-4178.089600000000246,6718645.159599999897182,-4128.089600000000246,6718595.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718595.1596,-4128.0896 6718595.1596,-4128.0896 6718545.1596,-4178.0896 6718545.1596,-4178.0896 6718595.1596)))",164,-4178.089600000000246,6718595.159599999897182,-4128.089600000000246,6718545.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718545.1596,-4128.0896 6718545.1596,-4128.0896 6718495.1596,-4178.0896 6718495.1596,-4178.0896 6718545.1596)))",165,-4178.089600000000246,6718545.159599999897182,-4128.089600000000246,6718495.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718495.1596,-4128.0896 6718495.1596,-4128.0896 6718445.1596,-4178.0896 6718445.1596,-4178.0896 6718495.1596)))",166,-4178.089600000000246,6718495.159599999897182,-4128.089600000000246,6718445.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718445.1596,-4128.0896 6718445.1596,-4128.0896 6718395.1596,-4178.0896 6718395.1596,-4178.0896 6718445.1596)))",167,-4178.089600000000246,6718445.159599999897182,-4128.089600000000246,6718395.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718395.1596,-4128.0896 6718395.1596,-4128.0896 6718345.1596,-4178.0896 6718345.1596,-4178.0896 6718395.1596)))",168,-4178.089600000000246,6718395.159599999897182,-4128.089600000000246,6718345.159599998965859,
"MULTIPOLYGON (((-4178.0896 6718345.1596,-4128.0896 6718345.1596,-4128.0896 6718295.1596,-4178.0896 6718295.1596,-4178.0896 6718345.1596)))",169,-4178.089600000000246,6718345.159599998965859,-4128.089600000000246,6718295.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718295.1596,-4128.0896 6718295.1596,-4128.0896 6718245.1596,-4178.0896 6718245.1596,-4178.0896 6718295.1596)))",170,-4178.089600000000246,6718295.159599999897182,-4128.089600000000246,6718245.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718245.1596,-4128.0896 6718245.1596,-4128.0896 6718195.1596,-4178.0896 6718195.1596,-4178.0896 6718245.1596)))",171,-4178.089600000000246,6718245.159599999897182,-4128.089600000000246,6718195.159600000828505,
"MULTIPOLYGON (((-4178.0896 6718195.1596,-4128.0896 6718195.1596,-4128.0896 6718145.1596,-4178.0896 6718145.1596,-4178.0896 6718195.1596)))",172,-4178.089600000000246,6718195.159600000828505,-4128.089600000000246,6718145.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718145.1596,-4128.0896 6718145.1596,-4128.0896 6718095.1596,-4178.0896 6718095.1596,-4178.0896 6718145.1596)))",173,-4178.089600000000246,6718145.159599999897182,-4128.089600000000246,6718095.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718095.1596,-4128.0896 6718095.1596,-4128.0896 6718045.1596,-4178.0896 6718045.1596,-4178.0896 6718095.1596)))",174,-4178.089600000000246,6718095.159599999897182,-4128.089600000000246,6718045.159599999897182,
"MULTIPOLYGON (((-4178.0896 6718045.1596,-4128.0896 6718045.1596,-4128.0896 6717995.1596,-4178.0896 6717995.1596,-4178.0896 6718045.1596)))",175,-4178.089600000000246,6718045.159599999897182,-4128.089600000000246,6717995.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717995.1596,-4128.0896 6717995.1596,-4128.0896 6717945.1596,-4178.0896 6717945.1596,-4178.0896 6717995.1596)))",176,-4178.089600000000246,6717995.159599999897182,-4128.089600000000246,6717945.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717945.1596,-4128.0896 6717945.1596,-4128.0896 6717895.1596,-4178.0896 6717895.1596,-4178.0896 6717945.1596)))",177,-4178.089600000000246,6717945.159599999897182,-4128.089600000000246,6717895.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717895.1596,-4128.0896 6717895.1596,-4128.0896 6717845.1596,-4178.0896 6717845.1596,-4178.0896 6717895.1596)))",178,-4178.089600000000246,6717895.159599999897182,-4128.089600000000246,6717845.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717845.1596,-4128.0896 6717845.1596,-4128.0896 6717795.1596,-4178.0896 6717795.1596,-4178.0896 6717845.1596)))",179,-4178.089600000000246,6717845.159599999897182,-4128.089600000000246,6717795.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717795.1596,-4128.0896 6717795.1596,-4128.0896 6717745.1596,-4178.0896 6717745.1596,-4178.0896 6717795.1596)))",180,-4178.089600000000246,6717795.159599999897182,-4128.089600000000246,6717745.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717745.1596,-4128.0896 6717745.1596,-4128.0896 6717695.1596,-4178.0896 6717695.1596,-4178.0896 6717745.1596)))",181,-4178.089600000000246,6717745.159599999897182,-4128.089600000000246,6717695.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717695.1596,-4128.0896 6717695.1596,-4128.0896 6717645.1596,-4178.0896 6717645.1596,-4178.0896 6717695.1596)))",182,-4178.089600000000246,6717695.159599999897182,-4128.089600000000246,6717645.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717645.1596,-4128.0896 6717645.1596,-4128.0896 6717595.1596,-4178.0896 6717595.1596,-4178.0896 6717645.1596)))",183,-4178.089600000000246,6717645.159599999897182,-4128.089600000000246,6717595.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717595.1596,-4128.0896 6717595.1596,-4128.0896 6717545.1596,-4178.0896 6717545.1596,-4178.0896 6717595.1596)))",184,-4178.089600000000246,6717595.159599999897182,-4128.089600000000246,6717545.159599998965859,
"MULTIPOLYGON (((-4178.0896 6717545.1596,-4128.0896 6717545.1596,-4128.0896 6717495.1596,-4178.0896 6717495.1596,-4178.0896 6717545.1596)))",185,-4178.089600000000246,6717545.159599998965859,-4128.089600000000246,6717495.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717495.1596,-4128.0896 6717495.1596,-4128.0896 6717445.1596,-4178.0896 6717445.1596,-4178.0896 6717495.1596)))",186,-4178.089600000000246,6717495.159599999897182,-4128.089600000000246,6717445.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717445.1596,-4128.0896 6717445.1596,-4128.0896 6717395.1596,-4178.0896 6717395.1596,-4178.0896 6717445.1596)))",187,-4178.089600000000246,6717445.159599999897182,-4128.089600000000246,6717395.159600000828505,
"MULTIPOLYGON (((-4178.0896 6717395.1596,-4128.0896 6717395.1596,-4128.0896 6717345.1596,-4178.0896 6717345.1596,-4178.0896 6717395.1596)))",188,-4178.089600000000246,6717395.159600000828505,-4128.089600000000246,6717345.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717345.1596,-4128.0896 6717345.1596,-4128.0896 6717295.1596,-4178.0896 6717295.1596,-4178.0896 6717345.1596)))",189,-4178.089600000000246,6717345.159599999897182,-4128.089600000000246,6717295.159599999897182,
"MULTIPOLYGON (((-4178.0896 6717295.1596,-4128.0896 6717295.1596,-4128.0896 6717245.1596,-4178.0896 6717245.1596,-4178.0896 6717295.1596)))",190,-4178.089600000000246,6717295.159599999897182,-4128.089600000000246,6717245.159599999897182,
